"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7948","Товар найден через строку поиска и тег существует Товар молоко найден через строку поиска и тег Молоко и сливки существует","","Wed Nov 20 16:40:23 GMT 2024","passed","Wed Nov 20 16:40:31 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
"","2352","findSelenidTest()","","Wed Nov 20 16:41:24 GMT 2024","passed","Wed Nov 20 16:41:26 GMT 2024","","github.FindSelenide","github.FindSelenide","findSelenidTest"
"","7056","submitStudentRegistrationFormFillAllFieldsTest()","","Wed Nov 20 16:37:45 GMT 2024","passed","Wed Nov 20 16:37:52 GMT 2024","","com.demoqa.SubmitPracticeFormPageTest","com.demoqa.SubmitPracticeFormPageTest","submitStudentRegistrationFormFillAllFieldsTest"
"","7","Чтение из JSON","","Wed Nov 20 16:41:15 GMT 2024","passed","Wed Nov 20 16:41:15 GMT 2024","","files.WorkWithJsonTests","files.WorkWithJsonTests","improveReadJSON"
"","13084","Товар для взрослых найден через строку поиска и тег существует Товар для взрослых BEER найден через строку поиска и теги [Пиво, сидр, медовуха, Импортное пиво, Лицензионное пиво] существует","","Wed Nov 20 16:39:57 GMT 2024","failed","Wed Nov 20 16:40:11 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmptyTagsExist"
"","2","NegativeTest2()","","Wed Nov 20 16:41:38 GMT 2024","failed","Wed Nov 20 16:41:38 GMT 2024","","simple.NegativeTests","simple.NegativeTests","NegativeTest2"
"","7529","Товар найден через строку поиска и тег существует Товар молоко найден через строку поиска и тег Молоко и сливки существует","","Wed Nov 20 16:38:35 GMT 2024","passed","Wed Nov 20 16:38:42 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistDelimeter"
"","10259","submitStudentRegistrationFormFillRequiredFieldsTest()","","Wed Nov 20 16:37:34 GMT 2024","failed","Wed Nov 20 16:37:44 GMT 2024","","com.demoqa.SubmitPracticeFormPageTest","com.demoqa.SubmitPracticeFormPageTest","submitStudentRegistrationFormFillRequiredFieldsTest"
"","105","В архиве верный pdf","","Wed Nov 20 16:41:24 GMT 2024","passed","Wed Nov 20 16:41:24 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readPdfFromZip"
"","6","Чтение из ZIP","","Wed Nov 20 16:41:24 GMT 2024","passed","Wed Nov 20 16:41:24 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readZip"
"","7650","Товар найден через строку поиска и тег существует Товар молоко найден через строку поиска и тег Молоко и сливки существует","","Wed Nov 20 16:40:46 GMT 2024","passed","Wed Nov 20 16:40:54 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","7882","Товар для взрослых найден через строку поиска Товар для взрослых WHISKY найден через строку поиска","","Wed Nov 20 16:39:21 GMT 2024","passed","Wed Nov 20 16:39:29 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmpty"
"","7913","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Wed Nov 20 16:40:31 GMT 2024","passed","Wed Nov 20 16:40:39 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
"","7561","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Wed Nov 20 16:38:42 GMT 2024","passed","Wed Nov 20 16:38:50 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistDelimeter"
"","12099","Товар для взрослых найден через строку поиска и тег существует Товар для взрослых VODKA найден через строку поиска и теги [Конфеты, Конфеты и подарочные наборы, Водка, настойки, Водка] существует","","Wed Nov 20 16:40:11 GMT 2024","failed","Wed Nov 20 16:40:23 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmptyTagsExist"
"","0","NegativeTest1()","","Wed Nov 20 16:41:38 GMT 2024","passed","Wed Nov 20 16:41:38 GMT 2024","","simple.PositiveTests","simple.PositiveTests","NegativeTest1"
"","77","Проверка JSON из класса","","Wed Nov 20 16:41:15 GMT 2024","passed","Wed Nov 20 16:41:15 GMT 2024","","files.WorkJacksonTests","files.WorkJacksonTests","createJacksonFromModel"
"","0","NegativeTest3()","","Wed Nov 20 16:41:38 GMT 2024","passed","Wed Nov 20 16:41:38 GMT 2024","","simple.PositiveTests","simple.PositiveTests","NegativeTest3"
"","7616","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Wed Nov 20 16:40:54 GMT 2024","passed","Wed Nov 20 16:41:02 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","7642","Товар найден через строку поиска и тег существует Товар сметана найден через строку поиска и тег Сметана существует","","Wed Nov 20 16:40:39 GMT 2024","passed","Wed Nov 20 16:40:46 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
