"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","В архиве есть pdf, xlsx, json","","Thu Nov 28 06:09:44 GMT 2024","passed","Thu Nov 28 06:09:44 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readZipAndAssert1"
"","1","NegativeTest3()","","Thu Nov 28 06:10:03 GMT 2024","passed","Thu Nov 28 06:10:03 GMT 2024","","simple.PositiveTests","simple.PositiveTests","NegativeTest3"
"","3410","fillAllField1Test()","","Thu Nov 28 06:06:20 GMT 2024","passed","Thu Nov 28 06:06:23 GMT 2024","","com.demoqa.TextBoxPageTests","com.demoqa.TextBoxPageTests","fillAllField1Test"
"","5109","Чтение из PDF","","Thu Nov 28 06:09:35 GMT 2024","passed","Thu Nov 28 06:09:40 GMT 2024","","files.WorkWithPdfTests","files.WorkWithPdfTests","readPdf"
"","7851","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Thu Nov 28 06:09:14 GMT 2024","passed","Thu Nov 28 06:09:22 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","8595","Товар для взрослых найден через строку поиска Товар для взрослых WHISKY найден через строку поиска","","Thu Nov 28 06:07:40 GMT 2024","passed","Thu Nov 28 06:07:48 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmpty"
"","13568","openCatalog()","","Thu Nov 28 06:06:23 GMT 2024","failed","Thu Nov 28 06:06:37 GMT 2024","","com.lenta.Catalog","com.lenta.Catalog","openCatalog"
"","7080","Товар найден через строку поиска Товар сметана найден через строку поиска","","Thu Nov 28 06:07:32 GMT 2024","passed","Thu Nov 28 06:07:40 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmpty"
"","5821","hoverSolutionTest()","","Thu Nov 28 06:09:47 GMT 2024","passed","Thu Nov 28 06:09:52 GMT 2024","","github.FindSolutionsTests","github.FindSolutionsTests","hoverSolutionTest"
"","1","Создание ISSUE для авторизованного пользователя","","Thu Nov 28 06:05:21 GMT 2024","passed","Thu Nov 28 06:05:21 GMT 2024","","allure.AllureLabelsTest","allure.AllureLabelsTest","staticLabelsTest"
