"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7487","SelenideTest()","","Wed Nov 20 16:35:29 GMT 2024","passed","Wed Nov 20 16:35:36 GMT 2024","","allure.SelenideAllureTest","allure.SelenideAllureTest","SelenideTest"
"","0","NegativeTest3()","","Wed Nov 20 16:39:45 GMT 2024","skipped","Wed Nov 20 16:39:45 GMT 2024","","simple.SkippedTests","simple.SkippedTests","NegativeTest3"
"","8190","Товар найден через строку поиска Товар сметана найден через строку поиска","","Wed Nov 20 16:37:16 GMT 2024","passed","Wed Nov 20 16:37:24 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmpty"
"","7","NegativeTest2()","","Wed Nov 20 16:39:45 GMT 2024","failed","Wed Nov 20 16:39:45 GMT 2024","","simple.NegativeTests","simple.NegativeTests","NegativeTest2"
"","0","NegativeTest2()","","Wed Nov 20 16:39:45 GMT 2024","passed","Wed Nov 20 16:39:45 GMT 2024","","simple.PositiveTests","simple.PositiveTests","NegativeTest2"
"","25","Создание из класса JSON строки","","Wed Nov 20 16:39:20 GMT 2024","passed","Wed Nov 20 16:39:20 GMT 2024","","files.WorkJacksonTests","files.WorkJacksonTests","createJasonAsString"
"","17974","openCatalog()","","Wed Nov 20 16:36:08 GMT 2024","failed","Wed Nov 20 16:36:26 GMT 2024","","com.lenta.Catalog","com.lenta.Catalog","openCatalog"
"","0","NegativeTest3()","","Wed Nov 20 16:39:45 GMT 2024","passed","Wed Nov 20 16:39:45 GMT 2024","","simple.PositiveTests","simple.PositiveTests","NegativeTest3"
"","337","dragDropWithElementsTest()","","Wed Nov 20 16:39:39 GMT 2024","passed","Wed Nov 20 16:39:39 GMT 2024","","herokuapp.DragAndDropTests","herokuapp.DragAndDropTests","dragDropWithElementsTest"
"","123","В архиве верный pdf","","Wed Nov 20 16:39:30 GMT 2024","passed","Wed Nov 20 16:39:30 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readPdfFromZip"
"","7679","Товар найден через строку поиска Товар молоко найден через строку поиска","","Wed Nov 20 16:37:01 GMT 2024","passed","Wed Nov 20 16:37:09 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmpty"
"","2","NegativeTest1()","","Wed Nov 20 16:39:45 GMT 2024","failed","Wed Nov 20 16:39:45 GMT 2024","","simple.NegativeTests","simple.NegativeTests","NegativeTest1"
"","16","Чтение из CSV","","Wed Nov 20 16:39:20 GMT 2024","passed","Wed Nov 20 16:39:20 GMT 2024","","files.WorkWithCSVTests","files.WorkWithCSVTests","readCsv"
"","2","Создание ISSUE для авторизованного пользователя","","Wed Nov 20 16:35:09 GMT 2024","passed","Wed Nov 20 16:35:09 GMT 2024","","allure.AllureLabelsTest","allure.AllureLabelsTest","dynamicLabelsTest"
"","3515","Чтение из XLS","","Wed Nov 20 16:39:26 GMT 2024","passed","Wed Nov 20 16:39:30 GMT 2024","","files.WorkWithXLSTests","files.WorkWithXLSTests","readXlsx"
"","11380","webAnnotatedStepsTest()","","Wed Nov 20 16:35:09 GMT 2024","passed","Wed Nov 20 16:35:21 GMT 2024","","allure.AllureStepsTest","allure.AllureStepsTest","webAnnotatedStepsTest"
"","8026","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Wed Nov 20 16:38:59 GMT 2024","passed","Wed Nov 20 16:39:07 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","6","Чтение из ZIP","","Wed Nov 20 16:39:30 GMT 2024","passed","Wed Nov 20 16:39:30 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readZip"
"","10338","submitStudentRegistrationFormFillAllFieldsTest()","","Wed Nov 20 16:35:44 GMT 2024","failed","Wed Nov 20 16:35:54 GMT 2024","","com.demoqa.SubmitPracticeFormPageTest","com.demoqa.SubmitPracticeFormPageTest","submitStudentRegistrationFormFillAllFieldsTest"
"","6171","Чтение из PDF","","Wed Nov 20 16:39:20 GMT 2024","passed","Wed Nov 20 16:39:26 GMT 2024","","files.WorkWithPdfTests","files.WorkWithPdfTests","readPdf"
"","99","В архиве верный xlsx","","Wed Nov 20 16:39:30 GMT 2024","passed","Wed Nov 20 16:39:30 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readXlsxFromZip"
"","2627","findSelenidTest()","","Wed Nov 20 16:39:30 GMT 2024","passed","Wed Nov 20 16:39:33 GMT 2024","","github.FindSelenide","github.FindSelenide","findSelenidTest"
