"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","221","getBodyTest()","","Wed Dec 11 18:43:49 GMT 2024","passed","Wed Dec 11 18:43:49 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","getBodyTest"
"","8156","Товар найден через строку поиска и тег существует Товар сметана найден через строку поиска и тег Сметана существует","","Wed Dec 11 18:47:05 GMT 2024","passed","Wed Dec 11 18:47:13 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
"","76","complexIfFailLogsTest()","","Wed Dec 11 18:43:50 GMT 2024","passed","Wed Dec 11 18:43:50 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","complexIfFailLogsTest"
"","96","В архиве верный pdf","","Wed Dec 11 18:47:52 GMT 2024","passed","Wed Dec 11 18:47:52 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readPdfFromZip"
"","6","Чтение из JSON","","Wed Dec 11 18:47:45 GMT 2024","passed","Wed Dec 11 18:47:45 GMT 2024","","files.WorkWithJsonTests","files.WorkWithJsonTests","readJSON"
"","55","firstTest()","","Wed Dec 11 18:43:50 GMT 2024","passed","Wed Dec 11 18:43:50 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","firstTest"
"","3613","Чтение из XLS","","Wed Dec 11 18:47:49 GMT 2024","passed","Wed Dec 11 18:47:52 GMT 2024","","files.WorkWithXLSTests","files.WorkWithXLSTests","readXlsx"
"","8460","Товар найден через строку поиска и тег существует Товар молоко найден через строку поиска и тег Молоко и сливки существует","","Wed Dec 11 18:46:49 GMT 2024","passed","Wed Dec 11 18:46:57 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
"","344","schemaValidateTest()","","Wed Dec 11 18:43:57 GMT 2024","passed","Wed Dec 11 18:43:57 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","schemaValidateTest"
"","0","NegativeTest3()","","Wed Dec 11 18:48:08 GMT 2024","skipped","Wed Dec 11 18:48:08 GMT 2024","","simple.SkippedTests","simple.SkippedTests","NegativeTest3"
"","17","Проверка JSON из класса","","Wed Dec 11 18:47:45 GMT 2024","passed","Wed Dec 11 18:47:45 GMT 2024","","files.WorkJacksonTests","files.WorkJacksonTests","createJacksonFromModel"
"","0","В архиве верный CSV","","Wed Dec 11 18:47:52 GMT 2024","passed","Wed Dec 11 18:47:52 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readCsvFromZip"
"","2838","findSelenidTest()","","Wed Dec 11 18:47:52 GMT 2024","passed","Wed Dec 11 18:47:55 GMT 2024","","github.FindSelenide","github.FindSelenide","findSelenidTest"
"","6949","Регистрация студента, все поля заполнены","","Wed Dec 11 18:44:11 GMT 2024","passed","Wed Dec 11 18:44:18 GMT 2024","","com.demoqa.SubmitPracticeFormPageTest","com.demoqa.SubmitPracticeFormPageTest","submitStudentRegistrationFormFillAllFieldsTest"
"","0","NegativeTest1()","","Wed Dec 11 18:48:08 GMT 2024","skipped","Wed Dec 11 18:48:08 GMT 2024","","simple.SkippedTests","simple.SkippedTests","NegativeTest1"
"","6170","LoginTest()","","Wed Dec 11 18:44:45 GMT 2024","passed","Wed Dec 11 18:44:51 GMT 2024","","com.lenta.LoginPageTests","com.lenta.LoginPageTests","LoginTest"
"","8012","Товар найден через строку поиска и тег существует Товар молоко найден через строку поиска и тег Молоко и сливки существует","","Wed Dec 11 18:44:58 GMT 2024","passed","Wed Dec 11 18:45:06 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistDelimeter"
"","7","В архиве есть pdf, xlsx, json","","Wed Dec 11 18:47:52 GMT 2024","passed","Wed Dec 11 18:47:52 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readZipAndAssert1"
"","10990","Товар найден через строку поиска и тег существует Товар сметана найден через строку поиска и тег Сметана существует","","Wed Dec 11 18:47:29 GMT 2024","failed","Wed Dec 11 18:47:40 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","10","NegativeTest1()","","Wed Dec 11 18:48:08 GMT 2024","failed","Wed Dec 11 18:48:08 GMT 2024","","simple.NegativeTests","simple.NegativeTests","NegativeTest1"
"","7264","hoverSolutionTest()","","Wed Dec 11 18:47:55 GMT 2024","passed","Wed Dec 11 18:48:03 GMT 2024","","github.FindSolutionsTests","github.FindSolutionsTests","hoverSolutionTest"
"","76","getQueryTest()","","Wed Dec 11 18:43:48 GMT 2024","passed","Wed Dec 11 18:43:49 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","getQueryTest"
"","8680","webAnnotatedStepsTest()","","Wed Dec 11 18:43:21 GMT 2024","passed","Wed Dec 11 18:43:30 GMT 2024","","allure.AllureStepsTest","allure.AllureStepsTest","webAnnotatedStepsTest"
"","7941","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Wed Dec 11 18:47:22 GMT 2024","passed","Wed Dec 11 18:47:29 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","216","postCreateUserTest()","","Wed Dec 11 18:43:57 GMT 2024","passed","Wed Dec 11 18:43:57 GMT 2024","","api.reqres.ReqresApiTest","api.reqres.ReqresApiTest","postCreateUserTest"
"","7853","Товар для взрослых найден через строку поиска Товар для взрослых BEER найден через строку поиска","","Wed Dec 11 18:46:03 GMT 2024","passed","Wed Dec 11 18:46:11 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmpty"
"","2043","postCreateUserTest()","","Wed Dec 11 18:43:45 GMT 2024","passed","Wed Dec 11 18:43:47 GMT 2024","","api.reqres.ReqresApiAllureStepSpecsTest","api.reqres.ReqresApiAllureStepSpecsTest","postCreateUserTest"
"","6185","LoginTest()","","Wed Dec 11 18:44:51 GMT 2024","passed","Wed Dec 11 18:44:58 GMT 2024","","com.lenta.LoginTests","com.lenta.LoginTests","LoginTest"
"","8071","Товар найден через строку поиска Товар сметана найден через строку поиска","","Wed Dec 11 18:45:39 GMT 2024","passed","Wed Dec 11 18:45:47 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmpty"
"","9","Чтение из CSV","","Wed Dec 11 18:47:45 GMT 2024","passed","Wed Dec 11 18:47:45 GMT 2024","","files.WorkWithCSVTests","files.WorkWithCSVTests","readCsv"
"","77","getCookiesTest()","","Wed Dec 11 18:43:57 GMT 2024","passed","Wed Dec 11 18:43:57 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","getCookiesTest"
"","2482","submitStudentRegistrationFormFillRequiredFieldsNegativeTest()","","Wed Dec 11 18:44:19 GMT 2024","passed","Wed Dec 11 18:44:21 GMT 2024","","com.demoqa.SubmitPracticeFormPageTest","com.demoqa.SubmitPracticeFormPageTest","submitStudentRegistrationFormFillRequiredFieldsNegativeTest"
"","8106","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Wed Dec 11 18:46:57 GMT 2024","passed","Wed Dec 11 18:47:05 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
"","221","putUpdateUserTest()","","Wed Dec 11 18:43:48 GMT 2024","passed","Wed Dec 11 18:43:48 GMT 2024","","api.reqres.ReqresApiAllureStepTest","api.reqres.ReqresApiAllureStepTest","putUpdateUserTest"
"","2","Проверка JSON из файла","","Wed Dec 11 18:47:45 GMT 2024","passed","Wed Dec 11 18:47:45 GMT 2024","","files.WorkJacksonTests","files.WorkJacksonTests","createJacksonFromFile"
"","1","NegativeTest1()","","Wed Dec 11 18:48:08 GMT 2024","passed","Wed Dec 11 18:48:08 GMT 2024","","simple.PositiveTests","simple.PositiveTests","NegativeTest1"
"","5038","submitStudentRegistrationFormTest()","","Wed Dec 11 18:48:03 GMT 2024","passed","Wed Dec 11 18:48:08 GMT 2024","","jenkins.SubmitPracticeFormRemoteTest","jenkins.SubmitPracticeFormRemoteTest","submitStudentRegistrationFormTest"
"","0","EmptySystemPropertyTest()","","Wed Dec 11 18:48:08 GMT 2024","passed","Wed Dec 11 18:48:08 GMT 2024","","jenkins.SytestemPropertyTests","jenkins.SytestemPropertyTests","EmptySystemPropertyTest"
"","255","postCreateUserTest()","","Wed Dec 11 18:43:47 GMT 2024","passed","Wed Dec 11 18:43:48 GMT 2024","","api.reqres.ReqresApiAllureStepTest","api.reqres.ReqresApiAllureStepTest","postCreateUserTest"
"","301","dragDropWithActionsTest()","","Wed Dec 11 18:48:03 GMT 2024","passed","Wed Dec 11 18:48:03 GMT 2024","","herokuapp.DragAndDropTests","herokuapp.DragAndDropTests","dragDropWithActionsTest"
"","839","Загрузка файла в input","","Wed Dec 11 18:47:44 GMT 2024","passed","Wed Dec 11 18:47:45 GMT 2024","","files.DownloadUploadFilesTests","files.DownloadUploadFilesTests","uploadFileToInput"
"","5","Чтение из JSON","","Wed Dec 11 18:47:45 GMT 2024","passed","Wed Dec 11 18:47:45 GMT 2024","","files.WorkWithJsonTests","files.WorkWithJsonTests","improveReadJSON"
"","740","swapiAssertNameTest()","","Wed Dec 11 18:43:49 GMT 2024","passed","Wed Dec 11 18:43:50 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","swapiAssertNameTest"
"","3913","Чтение из PDF","","Wed Dec 11 18:47:45 GMT 2024","passed","Wed Dec 11 18:47:49 GMT 2024","","files.WorkWithPdfTests","files.WorkWithPdfTests","readPdf"
"","3162","getMapElementTest()","","Wed Dec 11 18:43:50 GMT 2024","passed","Wed Dec 11 18:43:54 GMT 2024","","api.reqres.ReqresApiSimpleTest","api.reqres.ReqresApiSimpleTest","getMapElementTest"
"","7325","lambdaStepsTest()","","Wed Dec 11 18:43:30 GMT 2024","passed","Wed Dec 11 18:43:37 GMT 2024","","allure.AllureStepsTest","allure.AllureStepsTest","lambdaStepsTest"
"","7963","Товар для взрослых найден через строку поиска Товар для взрослых VODKA найден через строку поиска","","Wed Dec 11 18:45:55 GMT 2024","passed","Wed Dec 11 18:46:03 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmpty"
"","200","putUpdateUserTest()","","Wed Dec 11 18:43:57 GMT 2024","passed","Wed Dec 11 18:43:58 GMT 2024","","api.reqres.ReqresApiTest","api.reqres.ReqresApiTest","putUpdateUserTest"
"","12048","Товар для взрослых найден через строку поиска и тег существует Товар для взрослых VODKA найден через строку поиска и теги [Конфеты, Конфеты и подарочные наборы, Водка, настойки, Водка] существует","","Wed Dec 11 18:46:36 GMT 2024","failed","Wed Dec 11 18:46:49 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmptyTagsExist"
