"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7964","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Mon Nov 25 17:37:05 GMT 2024","passed","Mon Nov 25 17:37:13 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistCSVFile"
"","79","В архиве верный xlsx","","Mon Nov 25 17:37:35 GMT 2024","passed","Mon Nov 25 17:37:35 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readXlsxFromZip"
"","6","В архиве есть pdf, xlsx, json","","Mon Nov 25 17:37:35 GMT 2024","passed","Mon Nov 25 17:37:35 GMT 2024","","files.WorkWithZipTests","files.WorkWithZipTests","readZipAndAssert1"
"","10704","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Mon Nov 25 17:34:27 GMT 2024","failed","Mon Nov 25 17:34:38 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistDelimeter"
"","6","NegativeTest3()","","Mon Nov 25 17:37:54 GMT 2024","failed","Mon Nov 25 17:37:54 GMT 2024","","simple.NegativeTests","simple.NegativeTests","NegativeTest3"
"","8683","Товар найден через строку поиска Товар кефир найден через строку поиска","","Mon Nov 25 17:34:55 GMT 2024","passed","Mon Nov 25 17:35:04 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmpty"
"","8025","Товар найден через строку поиска и тег существует Товар кефир найден через строку поиска и тег Кисломолочные продукты существует","","Mon Nov 25 17:36:41 GMT 2024","passed","Mon Nov 25 17:36:49 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExist"
"","9938","submitStudentRegistrationFormTest()","","Mon Nov 25 17:37:44 GMT 2024","failed","Mon Nov 25 17:37:54 GMT 2024","","jenkins.SubmitPracticeFormRemoteTest","jenkins.SubmitPracticeFormRemoteTest","submitStudentRegistrationFormTest"
"","15138","Товар для взрослых найден через строку поиска Товар для взрослых VODKA найден через строку поиска","","Mon Nov 25 17:35:20 GMT 2024","passed","Mon Nov 25 17:35:35 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","adultSearchResultShouldNotBeEmpty"
"","11","Чтение из JSON","","Mon Nov 25 17:37:26 GMT 2024","passed","Mon Nov 25 17:37:26 GMT 2024","","files.WorkWithJsonTests","files.WorkWithJsonTests","improveReadJSON"
"","8588","Товар найден через строку поиска и тег существует Товар молоко найден через строку поиска и тег Молоко и сливки существует","","Mon Nov 25 17:34:18 GMT 2024","passed","Mon Nov 25 17:34:27 GMT 2024","","com.lenta.ProductSearchTests","com.lenta.ProductSearchTests","searchResultShouldNotBeEmptyTagExistDelimeter"
"","11","NegativeTest1()","","Mon Nov 25 17:37:54 GMT 2024","failed","Mon Nov 25 17:37:54 GMT 2024","","simple.NegativeTests","simple.NegativeTests","NegativeTest1"
"","24","Создание из класса JSON строки","","Mon Nov 25 17:37:26 GMT 2024","passed","Mon Nov 25 17:37:26 GMT 2024","","files.WorkJacksonTests","files.WorkJacksonTests","createJasonAsString"
"","5482","LoginTest()","","Mon Nov 25 17:34:06 GMT 2024","passed","Mon Nov 25 17:34:12 GMT 2024","","com.lenta.LoginPageTests","com.lenta.LoginPageTests","LoginTest"
